precinct,election_id,election_name,contest_id,contest_party,concest_title,choice_id,choice_name,choice_party,choice_type,total_votes
2007.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5479.0,JOHN LEOS,,C,105.0
2008.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5480.0,JORDAN BRANDMAN,,C,139.0
2008.0,3,"November 6, 2012 Presidential General Election Statement of Votes",1600.0,,30-TEMPORARY TAXES TO FUND EDUCATION.  GUARANTEED LOCAL PUBLIC SAFETY FUNDING.,5767.0,Yes,,C,242.0
2008.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1600.0,,30-TEMPORARY TAXES TO FUND EDUCATION.  GUARANTEED LOCAL PUBLIC SAFETY FUNDING.,5768.0,No,,C,231.0
2008.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1601.0,,31-STATE BUDGET.  STATE AND LOCAL GOVERNMENT.,5769.0,Yes,,C,169.0
2008.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1601.0,,31-STATE BUDGET.  STATE AND LOCAL GOVERNMENT.,5770.0,No,,C,290.0
2008.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1602.0,,32-POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTION.  CONTRIBUTIONS TO CANDIDATES.,5771.0,Yes,,C,228.0
2008.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1602.0,,32-POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTION.  CONTRIBUTIONS TO CANDIDATES.,5772.0,No,,C,254.0
2008.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1603.0,,33-AUTO INSURANCE COMPANIES.  PRICES BASED ON DRIVER'S HISTORY OF INSURANCE COVERAGE. ,5773.0,Yes,,C,247.0
2008.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1603.0,,33-AUTO INSURANCE COMPANIES.  PRICES BASED ON DRIVER'S HISTORY OF INSURANCE COVERAGE. ,5774.0,No,,C,234.0
2008.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1604.0,,34-DEATH PENALTY.,5775.0,Yes,,C,237.0
2008.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1604.0,,34-DEATH PENALTY.,5776.0,No,,C,250.0
2008.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1605.0,,35-HUMAN TRAFFICKING.  PENALTIES.,5777.0,Yes,,C,381.0
2008.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1605.0,,35-HUMAN TRAFFICKING.  PENALTIES.,5778.0,No,,C,77.0
2008.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1606.0,,36-THREE STRIKES LAW.  REPEAT FELONY OFFENDERS.  PENALTIES.,5779.0,Yes,,C,356.0
2009.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1606.0,,36-THREE STRIKES LAW.  REPEAT FELONY OFFENDERS.  PENALTIES.,5780.0,No,,C,141.0
2009.0,3,"November 6, 2012 Presidential General Election Statement of Votes",1607.0,,37-GENETICALLY ENGINEERED FOODS.  LABELING.,5781.0,Yes,,C,224.0
2009.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1607.0,,37-GENETICALLY ENGINEERED FOODS.  LABELING.,5782.0,No,,C,250.0
2009.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1608.0,,38-TAX TO FUND EDUCATION AND EARLY CHILDHOOD PROGRAMS.,5783.0,Yes,,C,201.0
2009.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1608.0,,38-TAX TO FUND EDUCATION AND EARLY CHILDHOOD PROGRAMS.,5784.0,No,,C,302.0
2009.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1609.0,,39-TAX TREATMENT FOR MULTISTATE BUSINESSES.  CLEAN ENERGY AND ENERGY EFFICIENCY FUNDING.,5785.0,Yes,,C,329.0
2009.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1609.0,,39-TAX TREATMENT FOR MULTISTATE BUSINESSES.  CLEAN ENERGY AND ENERGY EFFICIENCY FUNDING.,5786.0,No,,C,157.0
2009.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1610.0,,40-REDISTRICTING.  STATE SENATE DISTRICTS.,5787.0,Yes,,C,322.0
2009.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1610.0,,40-REDISTRICTING.  STATE SENATE DISTRICTS.,5788.0,No,,C,161.0
2009.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5308.0,ROSEANNE BARR CINDY SHEEHAN,P-F,C,2.0
2009.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5309.0,BARACK OBAMA JOSEPH BIDEN,DEM,C,59.0
2009.0,22,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5310.0,JILL STEIN CHERI HONKALA,GRN,C,0.0
2009.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5311.0,MITT ROMNEY PAUL RYAN,REP,C,16.0
2009.0,27,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5312.0,GARY JOHNSON JAMES P. GRAY,LIB,C,0.0
2009.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5313.0,THOMAS HOEFLING ROBERT ORNELAS,AI,C,0.0
2009.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5834.0,STEWART ALEXANDER,,W,0.0
2011.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5835.0,"ROSS C. ""ROCKY"" ANDERSON",,W,0.0
2011.0,3,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5836.0,STEPHEN DURHAM,,W,0.0
2011.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5837.0,VIRGIL GOODE,,W,0.0
2011.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5838.0,JAMES HARRIS,,W,0.0
2011.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5839.0,RON PAUL,,W,0.0
2011.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5840.0,"SHEILA ""SAMM"" TITTLE",,W,0.0
2011.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5841.0,JERRY WHITE,,W,0.0
2011.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1478.0,,UNITED STATES SENATOR,5314.0,DIANNE FEINSTEIN,,C,64.0
2011.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1478.0,,UNITED STATES SENATOR,5315.0,ELIZABETH EMKEN,,C,15.0
2011.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1482.0,,UNITED STATES REPRESENTATIVE 46th District,5322.0,LORETTA SANCHEZ,,C,63.0
2011.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1482.0,,UNITED STATES REPRESENTATIVE 46th District,5323.0,JERRY HAYDEN,,C,15.0
2011.0,21,"November 6, 2012 Presidential General Election Statement of Votes",1487.0,,STATE SENATOR 37th District,5332.0,MIMI WALTERS,,C,20.0
2011.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1487.0,,STATE SENATOR 37th District,5333.0,STEVE YOUNG,,C,52.0
2011.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1490.0,,MEMBER OF THE STATE ASSEMBLY 68th District,5338.0,CHRISTINA AVALOS,,C,58.0
2011.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1490.0,,MEMBER OF THE STATE ASSEMBLY 68th District,5339.0,DONALD P. (DON) WAGNER,,C,15.0
2012.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5472.0,BRIAN NEIL CHUCHUA,,C,10.0
2012.0,3,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5473.0,LUCILLE KRING,,C,12.0
2012.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5474.0,"RODOLFO ""RUDY"" GAONA",,C,9.0
2012.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5475.0,JENNIFER RIVERA,,C,27.0
2012.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5476.0,DUANE ROBERTS,,C,10.0
2012.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5477.0,LINDA LINDER,,C,12.0
2012.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5478.0,STEVEN ALBERT CHAVEZ LODGE,,C,8.0
2012.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5479.0,JOHN LEOS,,C,20.0
2012.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5480.0,JORDAN BRANDMAN,,C,25.0
2012.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1600.0,,30-TEMPORARY TAXES TO FUND EDUCATION.  GUARANTEED LOCAL PUBLIC SAFETY FUNDING.,5767.0,Yes,,C,55.0
2012.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1600.0,,30-TEMPORARY TAXES TO FUND EDUCATION.  GUARANTEED LOCAL PUBLIC SAFETY FUNDING.,5768.0,No,,C,26.0
2012.0,22,"November 6, 2012 Presidential General Election Statement of Votes",1601.0,,31-STATE BUDGET.  STATE AND LOCAL GOVERNMENT.,5769.0,Yes,,C,40.0
2012.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1601.0,,31-STATE BUDGET.  STATE AND LOCAL GOVERNMENT.,5770.0,No,,C,39.0
2012.0,27,"November 6, 2012 Presidential General Election Statement of Votes",1602.0,,32-POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTION.  CONTRIBUTIONS TO CANDIDATES.,5771.0,Yes,,C,35.0
2012.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1602.0,,32-POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTION.  CONTRIBUTIONS TO CANDIDATES.,5772.0,No,,C,47.0
2012.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1603.0,,33-AUTO INSURANCE COMPANIES.  PRICES BASED ON DRIVER'S HISTORY OF INSURANCE COVERAGE. ,5773.0,Yes,,C,42.0
2015.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1603.0,,33-AUTO INSURANCE COMPANIES.  PRICES BASED ON DRIVER'S HISTORY OF INSURANCE COVERAGE. ,5774.0,No,,C,38.0
2015.0,3,"November 6, 2012 Presidential General Election Statement of Votes",1604.0,,34-DEATH PENALTY.,5775.0,Yes,,C,38.0
2015.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1604.0,,34-DEATH PENALTY.,5776.0,No,,C,43.0
2015.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1605.0,,35-HUMAN TRAFFICKING.  PENALTIES.,5777.0,Yes,,C,65.0
2015.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1605.0,,35-HUMAN TRAFFICKING.  PENALTIES.,5778.0,No,,C,17.0
2015.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1606.0,,36-THREE STRIKES LAW.  REPEAT FELONY OFFENDERS.  PENALTIES.,5779.0,Yes,,C,62.0
2015.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1606.0,,36-THREE STRIKES LAW.  REPEAT FELONY OFFENDERS.  PENALTIES.,5780.0,No,,C,18.0
2015.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1607.0,,37-GENETICALLY ENGINEERED FOODS.  LABELING.,5781.0,Yes,,C,39.0
2015.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1607.0,,37-GENETICALLY ENGINEERED FOODS.  LABELING.,5782.0,No,,C,42.0
2015.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1608.0,,38-TAX TO FUND EDUCATION AND EARLY CHILDHOOD PROGRAMS.,5783.0,Yes,,C,49.0
2015.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1608.0,,38-TAX TO FUND EDUCATION AND EARLY CHILDHOOD PROGRAMS.,5784.0,No,,C,30.0
2015.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1609.0,,39-TAX TREATMENT FOR MULTISTATE BUSINESSES.  CLEAN ENERGY AND ENERGY EFFICIENCY FUNDING.,5785.0,Yes,,C,59.0
2015.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1609.0,,39-TAX TREATMENT FOR MULTISTATE BUSINESSES.  CLEAN ENERGY AND ENERGY EFFICIENCY FUNDING.,5786.0,No,,C,19.0
2015.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1610.0,,40-REDISTRICTING.  STATE SENATE DISTRICTS.,5787.0,Yes,,C,62.0
2016.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1610.0,,40-REDISTRICTING.  STATE SENATE DISTRICTS.,5788.0,No,,C,16.0
2016.0,3,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5308.0,ROSEANNE BARR CINDY SHEEHAN,P-F,C,0.0
2016.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5309.0,BARACK OBAMA JOSEPH BIDEN,DEM,C,270.0
2016.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5310.0,JILL STEIN CHERI HONKALA,GRN,C,2.0
2016.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5311.0,MITT ROMNEY PAUL RYAN,REP,C,226.0
2016.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5312.0,GARY JOHNSON JAMES P. GRAY,LIB,C,2.0
2016.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5313.0,THOMAS HOEFLING ROBERT ORNELAS,AI,C,2.0
2016.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5834.0,STEWART ALEXANDER,,W,0.0
2016.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5835.0,"ROSS C. ""ROCKY"" ANDERSON",,W,0.0
2016.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5836.0,STEPHEN DURHAM,,W,0.0
2016.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5837.0,VIRGIL GOODE,,W,0.0
2016.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5838.0,JAMES HARRIS,,W,0.0
2016.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5839.0,RON PAUL,,W,0.0
2017.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5840.0,"SHEILA ""SAMM"" TITTLE",,W,0.0
2017.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5841.0,JERRY WHITE,,W,0.0
2017.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1478.0,,UNITED STATES SENATOR,5314.0,DIANNE FEINSTEIN,,C,264.0
2017.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1478.0,,UNITED STATES SENATOR,5315.0,ELIZABETH EMKEN,,C,218.0
2017.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1482.0,,UNITED STATES REPRESENTATIVE 46th District,5322.0,LORETTA SANCHEZ,,C,259.0
2017.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1482.0,,UNITED STATES REPRESENTATIVE 46th District,5323.0,JERRY HAYDEN,,C,217.0
2017.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1486.0,,STATE SENATOR 29th District,5330.0,GREG DIAMOND,,C,244.0
2017.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1486.0,,STATE SENATOR 29th District,5331.0,"ROBERT ""BOB"" HUFF",,C,218.0
2017.0,21,"November 6, 2012 Presidential General Election Statement of Votes",1489.0,,MEMBER OF THE STATE ASSEMBLY 65th District,5336.0,SHARON QUIRK-SILVA,,C,229.0
2017.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1489.0,,MEMBER OF THE STATE ASSEMBLY 65th District,5337.0,CHRIS NORBY,,C,223.0
2017.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5413.0,GERALD C. ADAMS,,C,86.0
2017.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5414.0,BRIAN O'NEAL,,C,192.0
2020.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5415.0,KATHERINE H. SMITH,,C,213.0
2020.0,3,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5416.0,"THOMAS ""HOAGY"" HOLGUIN",,C,137.0
2020.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1514.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Short Term",5417.0,ANNEMARIE RANDLE-TREJO,,C,206.0
2020.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1514.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Short Term",5418.0,VERNON F. BECKETT,,C,100.0
2020.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1514.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Short Term",5419.0,THOMAS PETERS,,C,54.0
2020.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5431.0,JERRY SILVERMAN,,C,118.0
2020.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5432.0,JOHN SANTOIANNI,,C,58.0
2020.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5433.0,JAMES DEREK VANDERBILT,,C,167.0
2020.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5434.0,BOB GARDNER,,C,206.0
2020.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5435.0,AL JABBAR,,C,79.0
2020.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5472.0,BRIAN NEIL CHUCHUA,,C,30.0
2020.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5473.0,LUCILLE KRING,,C,139.0
2020.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5474.0,"RODOLFO ""RUDY"" GAONA",,C,31.0
2023.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5475.0,JENNIFER RIVERA,,C,76.0
2023.0,3,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5476.0,DUANE ROBERTS,,C,31.0
